pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
Kepler-29 c,Transit,13.29070000,0.00040000,-0.00040000,0,95.30000,,,1
WASP-21 b,Transit,4.32248200,0.00001900,-0.00002400,0,95.34500,3.49600,-3.49600,0
TOI-4406 b,Transit,30.08364000,0.00005000,-0.00005000,0,95.34852,9.53485,-9.53485,0
WASP-117 b,Transit,10.02165000,0.00055000,-0.00055000,0,95.34900,15.89150,-15.89150,0
WASP-83 b,Transit,4.97125200,0.00001500,-0.00001500,0,95.34900,9.53490,-9.53490,0
TOI-1268 b,Transit,8.15770940,0.00000450,-0.00000450,0,96.40000,8.20000,-8.30000,0
WASP-83 b,Transit,4.97125200,0.00001500,-0.00001500,0,96.93815,11.75971,-11.12405,0
Kepler-272 c,Transit,6.05700000,,,0,97.80000,55.50000,-33.90000,0
HAT-P-51 b,Transit,4.21802780,0.00000590,-0.00000590,0,98.20947,5.72094,-5.72094,0
V1298 Tau d,Transit,12.40580000,0.00180000,-0.00180000,0,98.52681,,,1
WASP-151 b,Transit,4.53347100,0.00000400,-0.00000400,0,98.52730,12.71320,-9.53490,0
WASP-20 b,Transit,4.89962840,0.00000330,-0.00000330,0,98.84100,5.40300,-5.40300,0
HAT-P-51 b,Transit,4.21802780,0.00000590,-0.00000590,0,98.84513,6.03877,-6.03877,0
WASP-20 b,Transit,4.89962840,0.00000330,-0.00000330,0,98.84513,6.03877,-5.72094,0
KOI-4777.01,Transit,0.41200000,0.00000100,-0.00000100,0,99.20000,,,1
Kepler-16 b,Transit,226.00000000,1.70000000,-1.70000000,0,99.48029,12.39531,-12.39531,0
Kepler-160 d,Transit Timing Variations,30.00000000,20.00000000,-23.00000000,0,100.00000,,,1
K2-287 b,Transit,14.89329100,0.00002500,-0.00002500,0,100.11645,8.58141,-8.58141,0
WASP-151 b,Transit,4.53347750,0.00000230,-0.00000230,0,100.43378,9.85268,-9.85268,0
HATS-6 b,Transit,3.32527250,0.00000210,-0.00000210,0,101.38777,22.24810,-22.24810,0
Kepler-240 c,Transit,7.95400000,,,0,102.30000,43.30000,-39.40000,0
HD 149026 b,Radial Velocity,2.87589160,0.00000140,-0.00000140,0,102.34126,4.44962,-3.81396,0
Kepler-53 b,Transit,18.64900000,,,0,103.10000,36.20000,-31.00000,0
WASP-174 b,Transit,4.23370050,0.00000180,-0.00000180,0,104.88337,28.92239,-28.92239,0
Kepler-16 b,Transit,228.77600000,0.02000000,-0.03700000,0,105.83300,5.08500,-5.08500,0
TOI-2421 b,Transit,4.34740320,0.00000790,-0.00000780,0,105.83686,25.10844,-25.10844,0
KOI-94 d,Transit,22.34298900,0.00000670,-0.00000670,0,106.00000,11.00000,-11.00000,0
K2-295 b,Transit,4.02486700,0.00001500,-0.00001500,0,106.47305,19.70546,-19.70546,0
Kepler-426 b,Transit,3.21751883,0.00000019,-0.00000019,0,107.10871,18.43414,-19.06980,0
WASP-63 b,Transit,4.37809000,0.00000600,-0.00000600,0,107.74437,9.53490,-9.53490,0
Kepler-426 b,Transit,3.21751883,0.00000019,-0.00000019,0,108.06000,25.43000,-25.43000,0
HAT-P-67 b,Transit,4.81010250,0.00000043,-0.00000033,0,108.06220,79.45750,-60.38770,0
NGTS-11 b,Transit,35.45533000,0.00019000,-0.00019000,0,109.33352,29.24036,-23.20159,0
Kepler-317 b,Transit,5.52400000,,,0,109.80000,113.60000,-95.90000,0
Kepler-53 b,Transit,18.64895250,0.00016000,-0.00016000,0,111.00000,,,1
HAT-P-44 b,Transit,4.30121900,0.00001900,-0.00001900,0,111.87100,9.21700,-9.21700,0
HATS-49 b,Transit,4.14804670,0.00000370,-0.00000370,0,112.19399,12.07754,-8.58141,0
WASP-148 b,Transit,8.80354400,0.00002100,-0.00002100,0,112.51126,17.48056,-15.89142,0
TOI-1298 b,Transit,4.53716400,0.00001200,-0.00001200,0,113.14691,10.17051,-10.17051,0
HD 149026 b,Radial Velocity,2.87589110,0.00000250,-0.00000250,0,113.14748,4.13179,-3.49613,0
HD 149026 b,Radial Velocity,2.87598000,,,0,114.10097,6.99226,-6.67443,0
WASP-13 b,Transit,4.35301000,0.00000300,-0.00000300,0,114.41880,28.60470,-28.60470,0
Kepler-57 b,Transit,5.72931960,0.00001800,-0.00001800,0,115.00000,,,1
Kepler-46 c,Transit Timing Variations,57.32500000,0.11600000,-0.09800000,0,115.05446,5.08528,-5.08528,0
HD 1397 b,Transit,11.53660000,0.00030000,-0.00030000,0,116.64361,6.99226,-7.31009,0
HD 149026 b,Radial Velocity,2.87589110,0.00000250,-0.00000250,0,116.95700,4.13200,-4.44900,0
TOI-2202 c,Transit Timing Variations,24.67440000,0.02580000,-0.03390000,0,117.27868,32.73633,-26.57045,0
HATS-47 b,Transit,3.92280380,0.00000220,-0.00000220,0,117.27927,9.85273,-6.67443,0
TOI-2842 b,Transit,3.55140580,0.00000770,-0.00000780,0,117.59651,16.52708,-14.93794,0
HATS-71 b,Transit,3.79552020,0.00000100,-0.00000100,0,117.59710,76.27920,-76.27920,0
WASP-49 b,Transit,2.78174000,0.00000600,-0.00000600,0,117.59710,25.42640,-25.42640,0
WASP-6 b,Transit,3.36101000,0.00000280,-0.00000280,0,117.59710,25.42640,-25.42640,0
WASP-63 b,Transit,4.37808000,0.00000600,-0.00000600,0,117.59710,28.60470,-28.60470,0
Qatar-8 b,Transit,3.71495000,0.00100000,-0.00100000,0,117.91493,19.70546,-19.70546,0
Kepler-57 b,Transit,5.72900000,,,0,118.10000,24.10000,-25.50000,0
HAT-P-58 b,Transit,4.01383790,0.00000240,-0.00000240,0,118.23217,9.53485,-9.53485,0
Kepler-26 c,Transit,17.25130000,,,0,119.18100,,,1
Kepler-46 c,Transit Timing Variations,57.01100000,0.05100000,-0.06100000,0,119.49900,6.67400,-6.03900,0
Kepler-415 b,Transit Timing Variations,4.17600000,,,0,119.90000,102.10000,-87.40000,0
HD 126614 b,Radial Velocity,1257.25302691,5.95651857,-6.18760068,0,119.96298,52.47121,-18.42894,0
Kepler-63 b,Transit,9.43415050,0.00000100,-0.00000100,0,120.00000,,,1
WASP-49 b,Transit,2.78173870,0.00000560,-0.00000560,0,120.13500,8.58100,-8.58100,0
Kepler-26 b,Transit,12.28290000,,,0,120.77000,,,1
WASP-63 b,Transit,4.37809000,0.00000600,-0.00000600,0,120.77000,9.53500,-9.53500,0
HD 149026 b,Radial Velocity,2.87589000,0.00000200,-0.00000200,0,120.77540,19.06980,-19.06980,0
Kepler-38 b,Transit,105.59900000,0.03800000,-0.05300000,0,122.00000,,,1
K2-139 b,Transit,28.38236000,0.00026000,-0.00026000,0,123.00021,26.37989,-23.83725,0
K2-232 b,Transit,11.16845900,0.00001700,-0.00001700,0,123.00021,13.98452,-13.34886,0
HATS-50 b,Transit,3.82970150,0.00000460,-0.00000460,0,123.95370,31.78300,-31.78300,0
WASP-153 b,Transit,3.33260900,0.00000200,-0.00000200,0,123.95370,6.35660,-6.35660,0
WASP-148 c,Radial Velocity,34.52400000,0.02900000,-0.02900000,0,124.58874,7.31005,-8.58137,0
Kepler-1656 c,Radial Velocity,1919.00000000,27.00000000,-24.00000000,0,126.40000,28.90000,-28.90000,0
K2-232 b,Transit,11.16845400,0.00002300,-0.00002300,0,126.49634,11.75971,-11.75971,0
WASP-49 b,Transit,2.78173870,0.00000560,-0.00000560,0,126.81417,9.21707,-8.58141,0
WASP-49 b,Transit,2.78173620,0.00000140,-0.00000140,0,126.81417,9.53490,-9.53490,0
Kepler-29 b,Transit,10.33760000,0.00020000,-0.00020000,0,127.10000,,,1
TOI-530 b,Transit,6.38759700,0.00001900,-0.00001800,0,127.13136,28.60456,-31.78284,0
WASP-148 c,Radial Velocity,34.51600000,0.02900000,-0.02900000,0,127.13200,15.89150,-15.89150,0
WASP-67 b,Transit,4.61000000,,,0,129.03400,11.12400,-11.12400,0
TOI-3912 b,Transit,3.49362640,0.00000380,-0.00000380,0,129.03833,22.56582,-21.61233,0
NGTS-18 b,Transit,3.05125000,0.00001000,-0.00001000,0,129.99182,25.74410,-20.02319,0
WASP-132 b,Transit,7.13352100,0.00000900,-0.00000900,0,130.31030,9.53490,-9.53490,0
HD 1397 b,Transit,11.53533000,0.00079000,-0.00080000,0,131.89945,6.35660,-6.35660,0
Kepler-289 c,Transit,125.85180000,0.00760000,-0.00760000,0,132.00000,17.00000,-17.00000,0
WASP-67 b,Transit,4.61442000,0.00001000,-0.00001000,0,133.48300,12.71300,-12.71300,0
Kepler-289 c,Transit,125.86500000,,,0,133.48860,15.89150,-15.89150,0
TOI-201 b,Transit,52.97818000,0.00004000,-0.00004000,0,133.48860,15.89150,-9.53490,0
WASP-168 b,Transit,4.15365800,0.00000300,-0.00000300,0,133.48860,12.71320,-12.71320,0
WASP-67 b,Transit,4.61441090,0.00000270,-0.00000270,0,133.48860,11.12405,-11.12405,0
WASP-88 b,Transit,4.95400000,0.00001900,-0.00001900,0,133.48860,44.49620,-44.49620,0
Kepler-52 b,Transit,7.87735650,0.00003800,-0.00003800,0,135.00000,,,1
Kepler-7 b,Transit,4.88549480,0.00000820,-0.00000820,0,135.07775,14.93801,-14.93801,0
K2-60 b,Transit,3.00265000,0.00004000,-0.00004000,0,135.39558,11.75971,-11.75971,0
Kepler-422 b,Transit,7.89144830,0.00000050,-0.00000051,0,136.66000,41.32000,-41.32000,0
KELT-6 b,Transit,7.84570000,0.00020000,-0.00020000,0,136.66100,14.30200,-14.62000,0
Kepler-77 b,Transit,3.57878087,0.00000023,-0.00000023,0,136.66100,10.17000,-10.17000,0
TOI-4145 A b,Transit,4.06644280,0.00000580,-0.00000580,0,136.66622,41.31769,-41.31769,0
Kepler-12 b,Transit,4.43796370,0.00000020,-0.00000020,0,136.66690,16.84499,-13.98452,0
WASP-67 b,Transit,4.61442000,0.00001000,-0.00001000,0,136.66690,28.60470,-28.60470,0
Kepler-12 b,Transit,4.43796370,0.00000020,-0.00000020,0,136.97900,13.03000,-12.71300,0
Kepler-12 b,Transit,4.43796290,0.00000060,-0.00000060,0,137.30256,16.84499,-16.20933,0
Kepler-56 c,Transit,21.40500000,,,0,137.60000,44.10000,-0.30000,0
Kepler-7 b,Transit,4.88552500,0.00004000,-0.00004000,0,137.61500,12.71300,-13.03000,0
Kepler-12 b,Transit,4.43796370,0.00000020,-0.00000020,0,137.62039,13.34886,-12.71320,0
TOI-2796 b,Transit,4.80849830,0.00000570,-0.00000560,0,139.84450,31.78284,-34.96112,0
WASP-144 b,Transit,2.27831520,0.00000130,-0.00000130,0,139.84520,19.06980,-19.06980,0
WASP-25 b,Transit,3.76483000,0.00000500,-0.00000500,0,139.84520,31.78300,-31.78300,0
TOI-1259 A b,Transit,3.47797800,0.00000190,-0.00000170,0,140.16233,15.57359,-14.93794,0
Kepler-7 b,Transit,4.88548920,0.00000090,-0.00000090,0,140.16303,13.66669,-13.34886,0
KELT-6 b,Transit,7.84558200,0.00000700,-0.00000700,0,140.48086,6.03877,-6.03877,0
Kepler-7 b,Transit,4.88548860,0.00000130,-0.00000130,0,142.70567,16.20933,-15.25584,0
TOI-4329 b,Transit,2.92230000,0.00015000,-0.00015000,0,143.02278,28.60456,-28.60456,0
HD 86226 b,Radial Velocity,1628.00000000,22.00000000,-21.00000000,0,143.02350,12.71320,-15.89150,0
WASP-56 b,Transit,4.61710000,0.00000300,-0.00000300,0,143.02350,28.60470,-28.60470,0
WASP-94 A b,Transit,3.95019070,0.00000440,-0.00000300,0,143.65300,11.12400,-10.17000,0
Kepler-7 b,Transit,4.88549220,0.00000380,-0.00000380,0,143.97699,21.61244,-21.61244,0
WASP-17 b,Transit,3.73543300,0.00000760,-0.00000750,0,143.97699,13.66669,-11.12405,0
WASP-94 A b,Transit,3.95019070,0.00000370,-0.00000370,0,144.93048,11.44188,-10.80622,0
CoRoT-5 b,Transit,4.03791560,0.00000120,-0.00000120,0,145.88397,16.84499,-10.17056,0
WASP-52 b,Transit,1.74978350,0.00000110,-0.00000110,0,145.88397,6.99226,-6.67443,0
WASP-52 b,Transit,1.74977980,0.00000120,-0.00000120,0,146.20000,6.36000,-6.36000,0
51 Peg b,Radial Velocity,4.23100000,,,0,146.20180,19.06980,-3.17830,0
Kepler-91 b,Transit,6.24658000,,,0,146.20180,19.06980,-19.06980,0
WASP-52 b,Transit,1.74978280,0.00000060,-0.00000060,0,146.20180,6.35660,-6.35660,0
CoRoT-5 b,Transit,4.03789620,0.00000190,-0.00000190,0,148.42000,14.93700,-7.62800,0
CoRoT-5 b,Transit,4.03789620,0.00000190,-0.00000190,0,149.38010,18.43414,-10.17056,0
WASP-172 b,Transit,5.47743300,0.00000700,-0.00000700,0,149.38010,31.78300,-31.78300,0
WASP-113 b,Transit,4.54216875,0.00000420,-0.00000420,0,150.96925,17.16282,-16.52716,0
WASP-13 b,Transit,4.35301100,0.00001300,-0.00001300,0,151.59900,13.98400,-15.57300,0
WASP-17 b,Transit,3.73548450,0.00000190,-0.00000190,0,151.60491,10.48839,-10.48839,0
WASP-31 b,Transit,3.40590960,0.00000500,-0.00000500,0,151.91600,9.21700,-9.21700,0
CoRoT-5 b,Transit,4.03789620,0.00000190,-0.00000190,0,151.92274,11.12405,-11.12405,0
WASP-31 b,Transit,3.40590900,0.00000500,-0.00000500,0,151.92274,9.53490,-9.53490,0
WASP-96 b,Transit,3.42526020,0.00000270,-0.00000270,0,152.55000,9.53000,-9.53000,0
HAT-P-40 b,Transit,4.45724000,0.00001000,-0.00001000,0,152.55840,41.31790,-41.31790,0
K2-97 b,Transit,8.40610000,0.00150000,-0.00150000,0,152.55840,22.24810,-22.24810,0
WASP-31 b,Transit,3.40000000,,,0,152.55840,,,0
CoRoT-28 b,Transit,5.20851000,0.00038000,-0.00038000,0,152.87623,17.79848,-17.79848,0
WASP-6 b,Transit,3.36100239,0.00000037,-0.00000037,0,153.51189,8.26358,-9.53490,0
CoRoT-28 b,Transit,5.20851000,0.00038000,-0.00038000,0,153.82972,27.65121,-27.65121,0
Kepler-45 b,Transit,2.45523390,0.00000480,-0.00000480,0,153.82972,23.20159,-22.56593,0
WASP-6 b,Transit,3.36100208,0.00000031,-0.00000031,0,154.14755,8.58141,-8.58141,0
WASP-17 b,Transit,3.73543800,0.00000680,-0.00000680,0,154.46538,10.17056,-10.17056,0
WASP-17 b,Transit,3.73543800,,,0,154.46538,10.17056,-10.17056,0
WASP-11 b,Transit,3.72247470,0.00000650,-0.00000650,0,154.77700,5.72100,-5.72100,0
WASP-31 b,Transit,3.40588600,0.00000078,-0.00000078,0,155.41887,7.94575,-7.94575,0
K2-132 b,Transit,9.17510000,0.00230000,-0.00270000,0,155.73670,19.06980,-19.06980,0
Kepler-422 b,Transit,7.89144830,0.00000050,-0.00000050,0,155.73670,73.10090,-38.13960,0
WASP-96 b,Transit,3.42526020,0.00000270,-0.00000270,0,155.73670,15.57367,-14.93801,0
WASP-17 b,Transit,3.73544170,0.00000720,-0.00000730,0,156.00000,19.00000,-18.00000,0
HATS-75 b,Transit,2.78865560,0.00000110,-0.00000110,0,156.05375,12.39531,-12.39531,0
WASP-11 b,Transit,3.72247967,0.00000045,-0.00000045,0,156.37236,7.62792,-7.62792,0
HAT-P-46 b,Transit,4.46312900,0.00004800,-0.00004800,0,156.68400,26.06100,-16.52600,0
Kepler-41 b,Transit,1.85555880,0.00000150,-0.00000150,0,156.69019,22.88376,-22.24810,0
TrES-4 b,Transit,3.55392771,0.00000047,-0.00000047,0,157.00802,11.12405,-11.12405,0
K2-132 b,Transit,9.17080000,0.00250000,-0.00250000,0,157.32585,2.16124,-2.00233,0
WASP-101 b,Transit,3.58572200,0.00000400,-0.00000400,0,157.96151,15.57367,-15.25584,0
TrES-4 b,Transit,3.55392771,0.00000047,-0.00000047,0,158.27934,10.48839,-10.17056,0
Kepler-32 c,Transit,8.75220000,0.00030000,-0.00030000,0,158.90000,,,1
WASP-42 b,Transit,4.98168720,0.00000730,-0.00000730,0,158.90800,11.12400,-11.12400,0
WASP-101 b,Transit,3.58572200,0.00000400,-0.00000400,0,158.91000,12.71000,-12.71000,0
K2-137 b,Transit,0.17971500,0.00000100,-0.00000100,0,158.91500,,,1
Kepler-1654 b,Transit,1047.83560000,0.00180000,-0.00190000,0,158.91500,,,1
Kepler-45 b,Transit,2.45524122,0.00000065,-0.00000065,0,158.91500,19.38763,-19.38763,0
WASP-13 b,Transit,4.35301350,0.00000300,-0.00000300,0,158.91500,11.75971,-11.75971,0
WASP-6 b,Transit,3.36000000,,,0,158.91500,,,0
WASP-94 A b,Transit,3.95019000,0.00000400,-0.00000400,0,158.91500,41.31790,-41.31790,0
WASP-42 b,Transit,4.98168720,0.00000730,-0.00000730,0,159.23283,10.80622,-10.80622,0
WASP-183 b,Transit,4.11177710,0.00000510,-0.00000510,0,159.55066,14.93801,-14.93801,0
WASP-6 b,Transit,3.36100600,0.00000220,-0.00000350,0,160.00000,6.00000,-12.00000,0
Kepler-45 b,Transit,2.45523900,0.00000400,-0.00000400,0,160.49700,28.60400,-28.60400,0
WASP-60 b,Transit,4.30500110,0.00000620,-0.00000620,0,160.50415,15.25584,-15.25584,0
WASP-177 b,Transit,3.07172200,0.00000100,-0.00000100,0,161.45764,12.07754,-12.07754,0
WASP-110 b,Transit,3.77840121,0.00000082,-0.00000082,0,162.09249,20.34102,-20.34102,0
WASP-101 b,Transit,3.58572000,0.00000400,-0.00000400,0,162.09330,25.42640,-25.42640,0
WASP-17 b,Transit,3.73000000,,,0,162.09330,,,0
WASP-13 b,Transit,4.35301100,0.00001300,-0.00001300,0,162.72896,19.06980,-19.06980,0
WASP-17 b,Transit,3.73548450,0.00000190,-0.00000190,0,162.72896,11.75971,-11.75971,0
WASP-60 b,Transit,4.30500110,0.00000620,-0.00000620,0,163.35800,10.80600,-10.80600,0
WASP-118 b,Transit,4.04604350,0.00000440,-0.00000440,0,163.36462,6.35660,-6.35660,0
CoRoT-26 b,Transit,4.20474000,0.00005000,-0.00005000,0,165.26000,15.89000,-15.89000,0
NGTS-24 b,Transit,3.46787960,0.00000700,-0.00000700,0,165.27077,38.13941,-34.96112,0
KELT-6 b,Transit,7.84570000,0.00020000,-0.00020000,0,165.27160,38.13960,-38.13960,0
OGLE-TR-111 b,Transit,4.01444790,0.00000410,,0,165.27160,,,0
WASP-118 b,Transit,4.04604070,0.00000260,-0.00000260,0,165.27160,57.20940,-57.20940,0
WASP-62 b,Transit,4.41195000,0.00000300,-0.00000300,0,165.27160,25.42640,-25.42640,0
Kepler-77 b,Transit,3.57878087,0.00000023,-0.00000023,0,165.90726,13.34886,-12.71320,0
HAT-P-1 b,Transit,4.46529340,0.00000930,-0.00000930,0,166.53600,9.85200,-9.85200,0
HAT-P-1 b,Transit,4.46529340,0.00000930,-0.00000930,0,166.54292,5.72094,-5.72094,0
HAT-P-1 b,Transit,4.46529976,0.00000055,-0.00000055,0,166.86075,8.26358,-8.26358,0
HAT-P-1 b,Transit,4.46529976,0.00000055,-0.00000055,0,166.86075,6.03877,-6.03877,0
WASP-13 b,Transit,4.35301100,0.00001300,-0.00001300,0,166.86075,11.12405,-11.75971,0
HATS-10 b,Transit,3.31284600,0.00000580,-0.00000580,0,167.17858,25.74423,-25.74423,0
HAT-P-65 b,Transit,2.60545520,0.00000310,-0.00000310,0,167.49641,26.37989,-26.37989,0
WASP-42 b,Transit,4.98168190,0.00000110,-0.00000110,0,167.49641,8.89924,-8.89924,0
CoRoT-16 b,Transit,5.35227000,0.00020000,-0.00020000,0,168.13207,31.14734,-30.51168,0
HAT-P-1 b,Transit,4.46529680,0.00000180,-0.00000180,0,168.13207,6.35660,-6.35660,0
TOI-4582 b,Transit,31.03400000,0.00100000,-0.00100000,0,168.44906,15.89142,-15.89142,0
HAT-P-1 b,Transit,4.46000000,,,0,168.44990,,,0
HAT-P-1 b,Transit,4.46529000,0.00009000,-0.00009000,0,168.44990,12.71320,-12.71320,0
HATS-27 b,Transit,4.63703800,0.00001400,-0.00001400,0,168.44990,41.31790,-41.31790,0
OGLE-TR-111 b,Transit,4.01610000,,,0,168.44990,34.96130,-34.96130,0
OGLE-TR-111 b,Transit,4.01448400,0.00001400,-0.00001400,0,168.44990,,,0
WASP-11 b,Transit,3.72246500,0.00000600,-0.00000800,0,168.44990,22.24810,-22.24810,0
PH1 b,Transit,138.31700000,0.04000000,-0.02700000,0,169.00000,,,1
HAT-P-1 b,Transit,4.46543000,,,0,169.08556,9.53490,-9.53490,0
WASP-11 b,Transit,3.72247930,0.00000070,-0.00000070,0,169.08556,6.67443,-6.35660,0
Kepler-238 e,Transit,23.65400000,,,0,169.70000,71.70000,-69.10000,0
HAT-P-17 b,Transit,10.33852300,0.00000900,-0.00000900,0,169.71000,5.72000,-5.72000,0
CoRoT-16 b,Transit,5.35227000,0.00020000,-0.00020000,0,170.03200,27.01400,-26.37900,0
HAT-P-17 b,Transit,10.33852300,0.00000900,-0.00000900,0,170.67471,5.40311,-5.40311,0
WASP-80 b,Transit,3.06785234,0.00000083,-0.00000079,0,170.99254,11.12405,-11.44188,0
OGLE-TR-111 b,Transit,4.01444790,0.00000410,-0.00000410,0,171.62820,31.78300,-31.78300,0
WASP-15 b,Transit,3.75210000,0.00001000,-0.00001000,0,171.62820,92.17070,-92.17070,0
WASP-80 b,Transit,3.06785952,0.00000077,-0.00000077,0,171.62820,11.44188,-11.12405,0
WASP-15 b,Transit,3.75206560,0.00000280,-0.00000280,0,172.00000,16.00000,-16.00000,0
WASP-15 b,Transit,3.75209748,0.00000081,-0.00000081,0,172.26386,17.16282,-16.84499,0
HATS-13 b,Transit,3.04404990,0.00000270,-0.00000270,0,172.58169,22.88376,-22.88376,0
OGLE-TR-111 b,Transit,4.01610000,,,0,174.79900,31.78200,-31.78200,0
Kepler-41 b,Transit,1.85555800,0.00000700,-0.00000700,0,174.80000,28.60000,-28.60000,0
WASP-80 b,Transit,3.10000000,,,0,174.80000,,,0
HATS-3 b,Transit,3.54785000,0.00000500,-0.00000500,0,174.80650,73.10090,-73.10090,0
OGLE-TR-111 b,Transit,4.01444770,0.00000160,-0.00000160,0,174.80650,31.78300,-31.78300,0
WASP-159 b,Transit,3.84040100,0.00000700,-0.00000700,0,174.80650,25.42640,-25.42640,0
WASP-60 b,Transit,4.30500000,0.00000600,-0.00000600,0,174.80650,60.38770,-60.38770,0
WASP-15 b,Transit,3.75210000,0.00000900,-0.00001100,0,175.12433,13.03103,-12.07754,0
WASP-80 b,Transit,3.06785040,0.00000230,-0.00000270,0,176.07000,9.53400,-12.39500,0
XO-2 N b,Transit,2.61586400,0.00000160,-0.00000160,0,176.39565,20.65895,-19.70546,0
HAT-P-4 b,Transit,3.05651950,0.00000250,-0.00000250,0,176.71348,21.61244,-21.61244,0
Kepler-41 b,Transit,1.85555820,0.00000052,-0.00000052,0,177.98000,25.43000,-25.43000,0
WASP-88 b,Transit,4.95400000,0.00001900,-0.00001900,0,177.98000,25.43000,-25.43000,0
TOI-216.01,Transit,34.52552800,,,0,177.98391,6.35657,-6.35657,0
HATS-44 b,Transit,2.74390040,0.00000320,-0.00000320,0,177.98480,34.96130,-34.96130,0
Kepler-41 b,Transit,1.85555770,0.00000030,-0.00000030,0,177.98480,31.33804,-29.55819,0
Kepler-8 b,Transit,3.52249905,0.00000083,-0.00000083,0,177.98480,44.49620,-41.31790,0
WASP-22 b,Transit,3.53269000,0.00004000,-0.00004000,0,177.98480,6.35660,-6.35660,0
WASP-34 b,Transit,4.31768000,0.00000500,-0.00000500,0,177.98480,54.03110,-54.03110,0
WASP-60 b,Transit,4.30500400,0.00000590,-0.00000590,0,177.98480,11.44188,-11.44188,0
WASP-169 b,Transit,5.61141180,0.00000920,-0.00000920,0,178.30263,19.38763,-19.38763,0
XO-2 N b,Transit,2.61586400,0.00000160,-0.00000160,0,179.56600,17.16200,-17.16200,0
Kepler-41 b,Transit,1.85555820,0.00000052,-0.00000052,0,179.89178,21.93027,-21.29461,0
XO-2 N b,Transit,2.61585700,,,0,179.89178,17.48065,-17.48065,0
XO-2 N b,Transit,2.61586178,,,0,179.89178,7.94575,-7.94575,0
HAT-P-25 b,Transit,3.65283600,0.00001900,-0.00001900,0,180.20200,6.99200,-6.99200,0
HAT-P-25 b,Transit,3.65283600,0.00001900,-0.00001900,0,180.20961,6.99226,-6.99226,0
WASP-62 b,Transit,4.41195300,0.00000300,-0.00000300,0,180.52744,13.66669,-13.34886,0
HAT-P-25 b,Transit,3.65281514,0.00000076,-0.00000075,0,180.84527,7.31009,-6.99226,0
HAT-P-39 b,Transit,3.54387000,0.00000500,-0.00000500,0,180.84527,28.28687,-34.96130,0
Kepler-56 c,Transit,21.40239000,0.00059000,-0.00062000,0,181.00000,21.00000,-19.00000,0
WASP-55 b,Transit,4.46563300,0.00000400,-0.00000400,0,181.15500,12.71300,-12.71300,0
WASP-62 b,Transit,4.41195300,0.00000300,-0.00000300,0,181.15500,12.71300,-12.71300,0
OGLE-TR-10 b,Transit,3.10138600,0.00003000,-0.00003000,0,181.16310,38.13960,-38.13960,0
WASP-184 b,Transit,5.18170000,0.00001000,-0.00001000,0,181.16310,31.78300,-31.78300,0
WASP-22 b,Transit,3.53273130,0.00000580,-0.00000580,0,181.16310,5.40311,-5.08528,0
WASP-34 b,Transit,4.31767790,0.00000450,-0.00000450,0,181.16310,9.53490,-9.53490,0
WASP-88 b,Transit,4.95400000,0.00001900,-0.00001900,0,181.16310,24.47291,-24.79074,0
WASP-56 b,Transit,4.61710100,0.00000400,-0.00000200,0,181.47300,10.80600,-11.12400,0
WASP-55 b,Transit,4.46563300,0.00000400,-0.00000400,0,181.48093,14.30235,-13.34886,0
HAT-P-60 b,Transit,4.79478130,0.00000240,-0.00000240,0,182.43351,12.07748,-12.07748,0
WASP-157 b,Transit,3.95162050,0.00000400,-0.00000400,0,182.43442,29.55819,-29.55819,0
WASP-25 b,Transit,3.76483270,0.00000090,-0.00000090,0,182.43442,13.34886,-13.34886,0
Kepler-432 b,Transit,52.50113000,0.00011000,-0.00011000,0,182.75225,7.94575,-7.31009,0
HATS-69 b,Transit,2.22525770,0.00000190,-0.00000190,0,183.38791,,,0
K2-30 b,Transit,4.09850300,0.00001100,-0.00001100,0,184.02357,8.89924,-8.58141,0
WASP-25 b,Transit,3.76482500,0.00000500,-0.00000500,0,184.33400,12.71300,-12.71300,0
HAT-P-64 b,Transit,4.00723200,0.00000170,-0.00000170,0,184.34048,57.20911,-41.31769,0
CoRoT-26 b,Transit,4.20474000,0.00005000,-0.00005000,0,184.34140,63.56600,-34.96130,0
HAT-P-17 b,Transit,10.33852000,0.00000900,-0.00000900,0,184.34140,19.06980,-19.06980,0
HAT-P-55 b,Transit,3.58524670,0.00000640,-0.00000640,0,184.34140,16.84499,-17.16282,0
WASP-25 b,Transit,3.76482500,0.00000500,-0.00000500,0,184.34140,12.71320,-12.71320,0
WASP-62 b,Transit,4.41194000,0.00000400,-0.00000400,0,184.34140,9.53490,-9.53490,0
HAT-P-40 b,Transit,4.45724300,0.00001000,-0.00001000,0,184.65923,10.48839,-10.80622,0
HAT-P-55 b,Transit,3.58524670,0.00000640,-0.00000640,0,184.97706,17.79848,-17.79848,0
