pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-1038 c,1.170,0.450,-0.090,0,99.31,122.13,-24.88,0,5463.00,210.00,-174.00,0
Kepler-1038 c,1.210,0.080,-0.060,0,89.24,18.97,-13.31,0,5159.00,82.00,-82.00,0
Kepler-1039 b,3.210,1.910,-1.910,0,4435.29,8252.09,-3775.76,0,4777.00,143.00,-119.00,0
Kepler-1039 b,3.480,2.890,-1.990,0,4435.29,12133.85,-3672.42,0,4777.00,130.00,-83.00,0
Kepler-1039 b,3.480,2.890,-1.990,0,4435.29,12133.85,-3672.42,0,4777.00,130.00,-83.00,0
Kepler-1039 b,3.480,2.890,-1.990,0,4435.29,12133.85,-3672.42,0,4777.00,130.00,-83.00,0
Kepler-1039 b,1.249,0.145,-0.131,0,668.13,14.46,-14.22,0,4766.00,95.00,-95.00,0
Kepler-104 b,2.481,0.106,-0.137,0,119.91,2.95,-2.89,0,5760.00,115.00,-115.00,0
Kepler-104 b,3.080,0.510,-0.690,0,211.16,100.05,-90.79,0,5755.00,119.00,-78.00,0
Kepler-104 b,2.350,0.320,-0.270,0,124.31,48.42,-34.01,0,5979.00,108.00,-120.00,0
Kepler-104 b,3.080,0.510,-0.690,0,211.16,100.05,-90.79,0,5755.00,119.00,-78.00,0
Kepler-104 b,3.080,0.510,-0.690,0,211.16,100.05,-90.79,0,5755.00,119.00,-78.00,0
Kepler-104 c,3.060,0.500,-0.690,0,80.07,37.94,-34.43,0,5755.00,119.00,-78.00,0
Kepler-104 c,2.320,0.310,-0.260,0,47.11,18.34,-12.89,0,5979.00,108.00,-120.00,0
Kepler-104 c,3.060,0.500,-0.690,0,80.07,37.94,-34.43,0,5755.00,119.00,-78.00,0
Kepler-104 c,2.446,0.137,-0.186,0,45.44,1.12,-1.09,0,5760.00,115.00,-115.00,0
Kepler-104 c,3.060,0.500,-0.690,0,80.07,37.94,-34.43,0,5755.00,119.00,-78.00,0
Kepler-104 d,3.410,0.560,-0.760,0,28.21,13.36,-12.13,0,5755.00,119.00,-78.00,0
Kepler-104 d,2.610,0.350,-0.300,0,16.60,6.47,-4.54,0,5979.00,108.00,-120.00,0
Kepler-104 d,3.410,0.560,-0.760,0,28.21,13.36,-12.13,0,5755.00,119.00,-78.00,0
Kepler-104 d,2.752,0.188,-0.158,0,16.01,0.39,-0.39,0,5760.00,115.00,-115.00,0
Kepler-104 d,3.410,0.560,-0.760,0,28.21,13.36,-12.13,0,5755.00,119.00,-78.00,0
Kepler-1040 b,2.344,0.129,-0.101,0,2.12,0.05,-0.04,0,5696.00,114.00,-114.00,0
Kepler-1040 b,1.840,0.810,-0.200,0,1.83,2.51,-0.53,0,5804.00,192.00,-167.00,0
Kepler-1040 b,2.280,0.320,-0.200,0,1.92,0.77,-0.44,0,5646.00,101.00,-112.00,0
Kepler-1040 b,1.840,0.810,-0.200,0,1.83,2.51,-0.53,0,5804.00,192.00,-167.00,0
Kepler-1040 b,1.840,0.810,-0.200,0,1.83,2.51,-0.53,0,5804.00,192.00,-167.00,0
Kepler-1041 b,2.590,0.860,-0.230,0,40.74,38.47,-10.72,0,6106.00,143.00,-182.00,0
Kepler-1041 b,2.440,0.710,-0.240,0,40.74,35.18,-11.73,0,6106.00,163.00,-199.00,0
Kepler-1041 b,2.590,0.860,-0.230,0,40.74,38.47,-10.72,0,6106.00,143.00,-182.00,0
Kepler-1041 b,2.590,0.860,-0.230,0,40.74,38.47,-10.72,0,6106.00,143.00,-182.00,0
Kepler-1041 b,4.119,0.343,-0.676,0,117.96,7.09,-6.63,0,6120.00,214.00,-214.00,0
Kepler-1042 b,1.730,0.130,-0.120,0,25.66,8.41,-6.37,0,4777.00,173.00,-166.00,0
Kepler-1042 b,1.730,0.130,-0.120,0,25.66,8.41,-6.37,0,4777.00,173.00,-166.00,0
Kepler-1042 b,1.730,0.130,-0.120,0,25.66,8.41,-6.37,0,4777.00,173.00,-166.00,0
Kepler-1042 b,1.670,0.110,-0.110,0,25.66,7.91,-6.31,0,4777.00,167.00,-167.00,0
Kepler-1043 b,2.540,1.040,-0.240,0,18.98,23.15,-4.98,0,5974.00,160.00,-161.00,0
Kepler-1043 b,2.540,1.040,-0.240,0,18.98,23.15,-4.98,0,5974.00,160.00,-161.00,0
Kepler-1043 b,2.450,0.680,-0.240,0,18.98,15.38,-5.16,0,5974.00,161.00,-161.00,0
Kepler-1043 b,2.540,1.040,-0.240,0,18.98,23.15,-4.98,0,5974.00,160.00,-161.00,0
Kepler-1043 b,2.611,0.425,-0.220,0,21.69,0.85,-0.82,0,5978.00,209.00,-209.00,0
Kepler-1044 b,2.610,1.240,-0.260,0,303.05,429.33,-88.83,0,6217.00,169.00,-205.00,0
Kepler-1044 b,2.610,1.240,-0.260,0,303.05,429.33,-88.83,0,6217.00,169.00,-205.00,0
Kepler-1044 b,2.500,0.750,-0.330,0,295.82,263.29,-103.88,0,6246.00,174.00,-239.00,0
Kepler-1044 b,2.610,1.240,-0.260,0,303.05,429.33,-88.83,0,6217.00,169.00,-205.00,0
Kepler-1044 b,2.134,0.202,-0.177,0,218.50,21.33,-19.21,0,6258.00,219.00,-219.00,0
Kepler-1045 b,2.400,0.720,-0.180,0,16.46,15.25,-3.76,0,5443.00,179.00,-148.00,0
Kepler-1045 b,2.400,0.720,-0.180,0,16.46,15.25,-3.76,0,5443.00,179.00,-148.00,0
Kepler-1045 b,2.400,0.720,-0.180,0,16.46,15.25,-3.76,0,5443.00,179.00,-148.00,0
Kepler-1045 b,2.651,0.535,-0.256,0,19.13,1.41,-1.30,0,5444.00,191.00,-191.00,0
Kepler-1045 b,2.450,0.430,-0.190,0,16.27,9.13,-3.97,0,5448.00,162.00,-162.00,0
Kepler-1046 b,2.050,0.330,-0.200,0,90.16,39.97,-23.14,0,5931.00,106.00,-130.00,0
Kepler-1046 b,1.610,0.840,-0.130,0,85.73,132.32,-22.33,0,6063.00,148.00,-201.00,0
Kepler-1046 b,1.610,0.840,-0.130,0,85.73,132.32,-22.33,0,6063.00,148.00,-201.00,0
Kepler-1046 b,1.610,0.840,-0.130,0,85.73,132.32,-22.33,0,6063.00,148.00,-201.00,0
Kepler-1047 b,1.790,0.720,-0.180,0,11.39,13.45,-3.14,0,5798.00,151.00,-163.00,0
Kepler-1047 b,1.790,0.720,-0.180,0,11.39,13.45,-3.14,0,5798.00,151.00,-163.00,0
Kepler-1047 b,2.560,0.390,-0.330,0,15.13,6.70,-4.49,0,5700.00,114.00,-114.00,0
Kepler-1047 b,1.790,0.720,-0.180,0,11.39,13.45,-3.14,0,5798.00,151.00,-163.00,0
Kepler-1047 b,3.579,0.181,-0.549,0,28.85,1.00,-0.96,0,5659.00,113.00,-113.00,0
Kepler-1047 c,0.980,0.150,-0.130,0,693.65,307.57,-205.70,0,5700.00,114.00,-114.00,0
Kepler-1047 c,0.790,0.320,-0.080,0,521.23,615.76,-143.85,0,5798.00,151.00,-163.00,0
Kepler-1047 c,0.790,0.320,-0.080,0,521.23,615.76,-143.85,0,5798.00,151.00,-163.00,0
Kepler-1047 c,1.368,0.063,-0.116,0,1323.07,45.75,-43.84,0,5659.00,113.00,-113.00,0
Kepler-1047 c,0.790,0.320,-0.080,0,521.23,615.76,-143.85,0,5798.00,151.00,-163.00,0
Kepler-1048 b,1.360,0.110,-0.130,0,34.85,11.39,-9.32,0,4461.00,131.00,-133.00,0
Kepler-1048 b,1.360,0.110,-0.130,0,34.85,11.39,-9.32,0,4461.00,131.00,-133.00,0
Kepler-1048 b,1.480,0.120,-0.140,0,34.85,11.14,-9.39,0,4461.00,132.00,-132.00,0
Kepler-1048 b,2.462,0.336,-0.300,0,96.98,2.53,-2.47,0,4460.00,156.00,-156.00,0
Kepler-1048 b,1.360,0.110,-0.130,0,34.85,11.39,-9.32,0,4461.00,131.00,-133.00,0
Kepler-1049 b,0.810,0.070,-0.070,0,36.05,9.86,-8.49,0,3758.00,75.00,-85.00,0
Kepler-1049 b,0.870,0.120,-0.150,0,34.96,13.41,-13.45,0,3809.00,74.00,-93.00,0
Kepler-1049 b,0.870,0.120,-0.150,0,34.96,13.41,-13.45,0,3809.00,74.00,-93.00,0
Kepler-1049 b,0.870,0.120,-0.150,0,34.96,13.41,-13.45,0,3809.00,74.00,-93.00,0
Kepler-1049 b,0.956,0.030,-0.049,0,50.43,5.09,-4.67,0,3756.00,75.00,-75.00,0
Kepler-105 b,3.280,1.790,-0.660,0,686.92,1121.80,-302.67,0,6391.00,157.00,-204.00,0
Kepler-105 b,3.280,1.790,-0.660,0,686.92,1121.80,-302.67,0,6391.00,157.00,-204.00,0
Kepler-105 b,2.940,0.430,-0.380,0,337.68,137.29,-102.18,0,5779.00,104.00,-115.00,0
Kepler-105 b,2.802,0.121,-0.242,0,341.81,9.16,-8.90,0,5933.00,119.00,-119.00,0
Kepler-105 b,3.280,1.790,-0.660,0,686.92,1121.80,-302.67,0,6391.00,157.00,-204.00,0
Kepler-105 c,1.790,0.260,-0.230,0,233.31,94.86,-70.60,0,5779.00,104.00,-115.00,0
Kepler-105 c,1.880,1.020,-0.380,0,476.01,777.35,-209.74,0,6391.00,157.00,-204.00,0
Kepler-105 c,1.310,0.070,-0.070,0,161.00,19.00,-19.00,0,5827.00,94.00,-94.00,0
Kepler-105 c,1.880,1.020,-0.380,0,476.01,777.35,-209.74,0,6391.00,157.00,-204.00,0
Kepler-105 c,1.710,0.082,-0.258,0,236.17,6.33,-6.15,0,5933.00,119.00,-119.00,0
Kepler-105 c,1.880,1.020,-0.380,0,476.01,777.35,-209.74,0,6391.00,157.00,-204.00,0
Kepler-1050 b,1.510,0.700,-0.150,0,90.26,120.33,-26.25,0,6086.00,143.00,-184.00,0
Kepler-1050 b,1.380,0.083,-0.087,0,62.02,1.42,-1.39,0,5846.00,117.00,-117.00,0
Kepler-1050 b,1.510,0.700,-0.150,0,90.26,120.33,-26.25,0,6086.00,143.00,-184.00,0
Kepler-1050 b,2.940,0.380,-1.040,0,275.53,93.14,-166.25,0,5817.00,78.00,-78.00,0
Kepler-1050 b,1.510,0.700,-0.150,0,90.26,120.33,-26.25,0,6086.00,143.00,-184.00,0
Kepler-1050 c,2.880,0.360,-1.020,0,180.55,61.03,-108.94,0,5817.00,78.00,-78.00,0
Kepler-1050 c,1.400,0.640,-0.150,0,59.12,78.83,-17.19,0,6086.00,143.00,-184.00,0
Kepler-1050 c,1.349,0.085,-0.097,0,40.64,0.93,-0.91,0,5846.00,117.00,-117.00,0
Kepler-1050 c,1.400,0.640,-0.150,0,59.12,78.83,-17.19,0,6086.00,143.00,-184.00,0
Kepler-1050 c,1.400,0.640,-0.150,0,59.12,78.83,-17.19,0,6086.00,143.00,-184.00,0
Kepler-1051 b,2.450,1.130,-0.360,0,94.31,126.55,-34.99,0,6784.00,166.00,-230.00,0
Kepler-1051 b,2.450,1.130,-0.360,0,94.31,126.55,-34.99,0,6784.00,166.00,-230.00,0
Kepler-1051 b,3.250,0.590,-0.730,0,123.11,57.42,-52.63,0,6369.00,77.00,-83.00,0
Kepler-1051 b,2.450,1.130,-0.360,0,94.31,126.55,-34.99,0,6784.00,166.00,-230.00,0
Kepler-1051 b,2.694,0.146,-0.121,0,87.46,3.06,-2.95,0,6417.00,128.00,-128.00,0
Kepler-1052 b,2.693,0.135,-0.176,0,20.98,1.03,-0.98,0,5738.00,115.00,-115.00,0
Kepler-1052 b,2.450,0.860,-0.200,0,17.80,18.36,-4.31,0,5835.00,149.00,-161.00,0
Kepler-1052 b,2.400,0.570,-0.200,0,17.62,11.89,-4.36,0,5818.00,139.00,-157.00,0
Kepler-1052 b,2.450,0.860,-0.200,0,17.80,18.36,-4.31,0,5835.00,149.00,-161.00,0
Kepler-1052 b,2.450,0.860,-0.200,0,17.80,18.36,-4.31,0,5835.00,149.00,-161.00,0
Kepler-1053 b,0.824,0.049,-0.042,0,139.82,2.44,-2.40,0,4500.00,90.00,-90.00,0
Kepler-1053 b,0.780,0.070,-0.090,0,98.31,32.07,-30.54,0,4182.00,123.00,-137.00,0
Kepler-1053 b,0.970,0.030,-0.040,0,195.08,25.95,-30.62,0,4507.00,80.00,-80.00,0
Kepler-1053 b,0.780,0.070,-0.090,0,98.31,32.07,-30.54,0,4182.00,123.00,-137.00,0
Kepler-1053 b,0.780,0.070,-0.090,0,98.31,32.07,-30.54,0,4182.00,123.00,-137.00,0
Kepler-1054 b,1.990,1.000,-0.170,0,453.20,681.25,-129.46,0,6108.00,163.00,-230.00,0
Kepler-1054 b,1.990,1.000,-0.170,0,453.20,681.25,-129.46,0,6108.00,163.00,-230.00,0
Kepler-1054 b,1.990,1.000,-0.170,0,453.20,681.25,-129.46,0,6108.00,163.00,-230.00,0
Kepler-1054 b,1.950,0.670,-0.230,0,453.20,477.50,-150.37,0,6108.00,193.00,-236.00,0
Kepler-1054 b,2.689,0.141,-0.399,0,760.52,34.84,-33.12,0,5909.00,118.00,-118.00,0
Kepler-1055 b,1.090,0.490,-0.100,0,653.80,868.21,-164.91,0,5750.00,155.00,-138.00,0
Kepler-1055 b,1.090,0.490,-0.100,0,653.80,868.21,-164.91,0,5750.00,155.00,-138.00,0
Kepler-1055 b,1.090,0.490,-0.100,0,653.80,868.21,-164.91,0,5750.00,155.00,-138.00,0
Kepler-1055 b,1.134,0.105,-0.070,0,647.26,12.62,-12.38,0,5682.00,114.00,-114.00,0
Kepler-1055 b,1.180,0.160,-0.080,0,681.51,261.58,-140.59,0,5637.00,101.00,-112.00,0
Kepler-1056 b,2.320,1.170,-0.360,0,28.66,44.77,-10.36,0,5657.00,179.00,-146.00,0
Kepler-1056 b,2.320,1.170,-0.360,0,28.66,44.77,-10.36,0,5657.00,179.00,-146.00,0
Kepler-1056 b,2.320,1.170,-0.360,0,28.66,44.77,-10.36,0,5657.00,179.00,-146.00,0
Kepler-1056 b,2.110,0.610,-0.370,0,28.66,24.80,-11.45,0,5657.00,169.00,-169.00,0
Kepler-1056 b,2.979,0.573,-0.272,0,56.91,2.66,-2.53,0,5651.00,198.00,-198.00,0
Kepler-1057 b,2.750,1.100,-0.230,0,64.97,77.95,-17.00,0,5853.00,169.00,-188.00,0
Kepler-1057 b,2.750,1.100,-0.230,0,64.97,77.95,-17.00,0,5853.00,169.00,-188.00,0
Kepler-1057 b,2.750,1.100,-0.230,0,64.97,77.95,-17.00,0,5853.00,169.00,-188.00,0
Kepler-1057 b,2.742,0.254,-0.224,0,69.21,6.33,-5.69,0,5852.00,205.00,-205.00,0
Kepler-1057 b,2.660,0.770,-0.260,0,64.97,55.31,-18.63,0,5853.00,157.00,-192.00,0
Kepler-1058 b,2.120,0.150,-0.180,0,0.77,0.22,-0.21,0,4441.00,137.00,-143.00,0
Kepler-1058 b,2.110,0.150,-0.190,0,0.77,0.22,-0.21,0,4441.00,133.00,-146.00,0
Kepler-1058 b,2.120,0.150,-0.180,0,0.77,0.22,-0.21,0,4441.00,137.00,-143.00,0
Kepler-1058 b,2.120,0.150,-0.180,0,0.77,0.22,-0.21,0,4441.00,137.00,-143.00,0
Kepler-1059 b,1.740,0.280,-0.130,0,161.24,92.61,-40.31,0,5065.00,198.00,-159.00,0
Kepler-1059 b,1.757,0.151,-0.143,0,174.07,9.81,-9.24,0,5068.00,177.00,-177.00,0
Kepler-1059 b,1.700,0.210,-0.140,0,160.99,74.64,-43.11,0,5063.00,181.00,-181.00,0
Kepler-1059 b,1.740,0.280,-0.130,0,161.24,92.61,-40.31,0,5065.00,198.00,-159.00,0
Kepler-1059 b,1.740,0.280,-0.130,0,161.24,92.61,-40.31,0,5065.00,198.00,-159.00,0
Kepler-106 b,0.790,0.130,-0.080,0,256.35,109.03,-65.57,0,5854.00,105.00,-117.00,0
Kepler-106 b,0.850,0.150,-0.090,0,271.63,136.76,-67.75,0,5881.00,112.00,-120.00,0
Kepler-106 b,0.850,0.150,-0.090,0,271.63,136.76,-67.75,0,5881.00,112.00,-120.00,0
Kepler-106 b,0.850,0.150,-0.090,0,271.63,136.76,-67.75,0,5881.00,112.00,-120.00,0
Kepler-106 b,0.823,0.299,-0.058,0,277.22,9.02,-8.71,0,5860.00,117.00,-117.00,0
Kepler-106 c,2.350,0.420,-0.230,0,94.89,47.77,-23.67,0,5881.00,112.00,-120.00,0
Kepler-106 c,2.350,0.420,-0.230,0,94.89,47.77,-23.67,0,5881.00,112.00,-120.00,0
Kepler-106 c,2.350,0.420,-0.230,0,94.89,47.77,-23.67,0,5881.00,112.00,-120.00,0
Kepler-106 c,2.737,0.129,-0.322,0,96.91,3.15,-3.04,0,5860.00,117.00,-117.00,0
Kepler-106 c,2.640,0.400,-0.270,0,89.61,38.12,-22.92,0,5854.00,105.00,-117.00,0
Kepler-106 d,0.990,0.180,-0.090,0,44.45,22.37,-11.09,0,5881.00,112.00,-120.00,0
Kepler-106 d,0.990,0.180,-0.090,0,44.45,22.37,-11.09,0,5881.00,112.00,-120.00,0
Kepler-106 d,1.360,0.069,-0.309,0,45.36,1.48,-1.43,0,5860.00,117.00,-117.00,0
Kepler-106 d,0.990,0.180,-0.090,0,44.45,22.37,-11.09,0,5881.00,112.00,-120.00,0
Kepler-106 d,1.310,0.200,-0.130,0,41.94,17.84,-10.73,0,5854.00,105.00,-117.00,0
Kepler-106 e,2.580,0.470,-0.250,0,19.88,10.01,-4.96,0,5881.00,112.00,-120.00,0
Kepler-106 e,2.580,0.470,-0.250,0,19.88,10.01,-4.96,0,5881.00,112.00,-120.00,0
Kepler-106 e,2.969,0.131,-0.370,0,20.29,0.66,-0.64,0,5860.00,117.00,-117.00,0
Kepler-106 e,2.870,0.430,-0.300,0,18.77,7.98,-4.80,0,5854.00,105.00,-117.00,0
Kepler-106 e,2.580,0.470,-0.250,0,19.88,10.01,-4.96,0,5881.00,112.00,-120.00,0
Kepler-1060 b,2.620,0.350,-0.230,0,13.01,4.54,-2.81,0,5504.00,74.00,-82.00,0
Kepler-1060 b,2.390,0.930,-0.390,0,16.85,19.51,-6.20,0,5790.00,169.00,-143.00,0
Kepler-1060 b,2.390,0.930,-0.390,0,16.85,19.51,-6.20,0,5790.00,169.00,-143.00,0
Kepler-1060 b,3.034,0.323,-0.420,0,17.42,0.92,-0.87,0,5500.00,110.00,-110.00,0
Kepler-1060 b,2.390,0.930,-0.390,0,16.85,19.51,-6.20,0,5790.00,169.00,-143.00,0
Kepler-1061 b,2.240,1.360,-0.300,0,1374.41,2526.47,-471.75,0,6419.00,157.00,-207.00,0
Kepler-1061 b,2.240,1.360,-0.300,0,1374.41,2526.47,-471.75,0,6419.00,157.00,-207.00,0
Kepler-1061 b,2.240,1.360,-0.300,0,1374.41,2526.47,-471.75,0,6419.00,157.00,-207.00,0
Kepler-1061 b,1.692,0.076,-0.261,0,788.50,18.93,-18.45,0,5994.00,120.00,-120.00,0
Kepler-1061 b,1.690,0.250,-0.130,0,744.97,305.40,-166.77,0,5919.00,106.00,-130.00,0
Kepler-1062 b,1.640,0.120,-0.160,0,27.35,8.14,-7.53,0,4458.00,132.00,-129.00,0
Kepler-1062 b,1.851,0.139,-0.189,0,33.76,0.96,-0.93,0,4457.00,156.00,-156.00,0
Kepler-1062 b,1.640,0.120,-0.160,0,27.35,8.14,-7.53,0,4458.00,132.00,-129.00,0
Kepler-1062 b,1.670,0.120,-0.160,0,27.35,7.87,-7.40,0,4458.00,133.00,-133.00,0
Kepler-1062 b,1.640,0.120,-0.160,0,27.35,8.14,-7.53,0,4458.00,132.00,-129.00,0
Kepler-1063 b,1.150,0.460,-0.100,0,54.93,63.47,-13.52,0,5568.00,146.00,-134.00,0
Kepler-1063 b,1.150,0.460,-0.100,0,54.93,63.47,-13.52,0,5568.00,146.00,-134.00,0
Kepler-1063 b,1.150,0.460,-0.100,0,54.93,63.47,-13.52,0,5568.00,146.00,-134.00,0
Kepler-1063 b,2.080,0.360,-0.550,0,177.81,80.90,-86.16,0,5821.00,78.00,-78.00,0
Kepler-1064 b,1.570,0.100,-0.080,0,24.87,5.58,-4.14,0,5064.00,101.00,-101.00,0
Kepler-1064 b,1.260,0.190,-0.080,0,19.71,9.42,-4.23,0,5094.00,149.00,-134.00,0
Kepler-1064 b,1.260,0.190,-0.080,0,19.71,9.42,-4.23,0,5094.00,149.00,-134.00,0
Kepler-1064 b,1.260,0.190,-0.080,0,19.71,9.42,-4.23,0,5094.00,149.00,-134.00,0
Kepler-1065 b,3.470,1.490,-0.270,0,336.16,443.05,-84.09,0,5668.00,181.00,-174.00,0
Kepler-1065 b,3.640,0.326,-0.326,0,419.91,41.01,-36.77,0,5663.00,198.00,-198.00,0
Kepler-1065 b,3.470,1.490,-0.270,0,336.16,443.05,-84.09,0,5668.00,181.00,-174.00,0
Kepler-1065 b,3.260,0.920,-0.310,0,336.16,286.59,-94.96,0,5668.00,169.00,-186.00,0
Kepler-1065 b,3.470,1.490,-0.270,0,336.16,443.05,-84.09,0,5668.00,181.00,-174.00,0
Kepler-1065 c,1.560,0.670,-0.120,0,588.10,775.10,-147.11,0,5668.00,181.00,-174.00,0
Kepler-1065 c,1.290,0.370,-0.120,0,588.10,501.38,-166.12,0,5668.00,169.00,-186.00,0
Kepler-1065 c,1.560,0.670,-0.120,0,588.10,775.10,-147.11,0,5668.00,181.00,-174.00,0
Kepler-1065 c,1.560,0.670,-0.120,0,588.10,775.10,-147.11,0,5668.00,181.00,-174.00,0
Kepler-1065 c,1.444,0.210,-0.175,0,734.62,71.75,-64.33,0,5663.00,198.00,-198.00,0
Kepler-1066 b,2.254,0.539,-0.413,0,710.02,17.12,-16.68,0,5558.00,111.00,-111.00,0
Kepler-1066 b,2.250,0.260,-0.090,0,655.43,208.06,-85.99,0,5461.00,73.00,-81.00,0
Kepler-1066 b,2.550,1.000,-0.500,0,1239.60,1446.22,-513.82,0,5642.00,159.00,-134.00,0
Kepler-1066 b,2.550,1.000,-0.500,0,1239.60,1446.22,-513.82,0,5642.00,159.00,-134.00,0
Kepler-1066 b,2.550,1.000,-0.500,0,1239.60,1446.22,-513.82,0,5642.00,159.00,-134.00,0
Kepler-1067 b,0.750,0.110,-0.040,0,2913.14,1051.78,-477.21,0,5594.00,75.00,-83.00,0
Kepler-1067 b,0.700,0.230,-0.050,0,2435.53,2282.12,-559.39,0,5614.00,147.00,-142.00,0
Kepler-1067 b,0.700,0.230,-0.050,0,2435.53,2282.12,-559.39,0,5614.00,147.00,-142.00,0
Kepler-1067 b,0.700,0.230,-0.050,0,2435.53,2282.12,-559.39,0,5614.00,147.00,-142.00,0
Kepler-1067 b,0.734,0.085,-0.046,0,2761.76,109.22,-105.25,0,5584.00,112.00,-112.00,0
Kepler-1067 c,1.330,0.420,-0.110,0,177.66,166.47,-40.80,0,5614.00,147.00,-142.00,0
Kepler-1067 c,1.480,0.200,-0.080,0,211.66,76.42,-34.67,0,5594.00,75.00,-83.00,0
Kepler-1067 c,1.330,0.420,-0.110,0,177.66,166.47,-40.80,0,5614.00,147.00,-142.00,0
Kepler-1067 c,1.330,0.420,-0.110,0,177.66,166.47,-40.80,0,5614.00,147.00,-142.00,0
Kepler-1068 b,3.630,1.790,-0.320,0,68.98,102.35,-19.76,0,6063.00,162.00,-228.00,0
Kepler-1068 b,3.400,0.500,-0.220,0,57.37,22.47,-9.99,0,5786.00,78.00,-86.00,0
Kepler-1068 b,3.630,1.790,-0.320,0,68.98,102.35,-19.76,0,6063.00,162.00,-228.00,0
Kepler-1068 b,3.630,1.790,-0.320,0,68.98,102.35,-19.76,0,6063.00,162.00,-228.00,0
Kepler-1068 b,3.470,0.726,-0.253,0,55.93,6.82,-5.94,0,5684.00,114.00,-114.00,0
Kepler-1069 b,2.020,0.850,-0.380,0,54.65,69.95,-23.00,0,5790.00,181.00,-191.00,0
Kepler-1069 b,2.020,0.850,-0.380,0,54.65,69.95,-23.00,0,5790.00,181.00,-191.00,0
Kepler-1069 b,3.260,0.570,-0.860,0,108.30,50.64,-52.76,0,5511.00,82.00,-74.00,0
Kepler-1069 b,2.020,0.850,-0.380,0,54.65,69.95,-23.00,0,5790.00,181.00,-191.00,0
Kepler-1069 b,2.696,0.136,-0.118,0,78.17,2.07,-2.00,0,5579.00,112.00,-112.00,0
Kepler-107 b,1.550,0.060,-0.050,0,1073.75,132.65,-120.80,0,5851.00,75.00,-75.00,0
Kepler-107 b,1.536,0.025,-0.025,0,1073.00,53.00,-53.00,0,5854.00,61.00,-61.00,0
Kepler-107 b,1.592,0.079,-0.071,0,1175.38,30.84,-30.15,0,5866.00,117.00,-117.00,0
Kepler-107 b,1.530,0.070,-0.050,0,1066.86,149.88,-119.09,0,5847.00,64.00,-75.00,0
Kepler-107 b,1.550,0.060,-0.050,0,1073.75,132.65,-120.80,0,5851.00,75.00,-75.00,0
Kepler-107 b,1.550,0.060,-0.050,0,1073.75,132.65,-120.80,0,5851.00,75.00,-75.00,0
Kepler-107 c,1.597,0.026,-0.026,0,602.00,30.00,-30.00,0,5854.00,61.00,-61.00,0
Kepler-107 c,1.700,0.080,-0.050,0,598.74,84.12,-66.83,0,5847.00,64.00,-75.00,0
Kepler-107 c,1.840,0.060,-0.060,0,601.94,74.36,-67.73,0,5851.00,75.00,-75.00,0
Kepler-107 c,1.775,0.307,-0.090,0,659.65,17.31,-16.92,0,5866.00,117.00,-117.00,0
Kepler-107 c,1.840,0.060,-0.060,0,601.94,74.36,-67.73,0,5851.00,75.00,-75.00,0
Kepler-107 c,1.840,0.060,-0.060,0,601.94,74.36,-67.73,0,5851.00,75.00,-75.00,0
Kepler-107 d,1.102,0.195,-0.101,0,346.11,9.08,-8.88,0,5866.00,117.00,-117.00,0
Kepler-107 d,1.070,0.030,-0.040,0,315.94,39.03,-35.55,0,5851.00,75.00,-75.00,0
Kepler-107 d,0.860,0.060,-0.060,0,315.00,16.00,-16.00,0,5854.00,61.00,-61.00,0
Kepler-107 d,1.070,0.030,-0.040,0,315.94,39.03,-35.55,0,5851.00,75.00,-75.00,0
Kepler-107 d,1.070,0.030,-0.040,0,315.94,39.03,-35.55,0,5851.00,75.00,-75.00,0
Kepler-107 d,1.060,0.050,-0.040,0,314.15,44.14,-35.07,0,5847.00,64.00,-75.00,0
Kepler-107 e,3.006,0.144,-0.128,0,151.94,3.99,-3.90,0,5866.00,117.00,-117.00,0
Kepler-107 e,3.070,0.100,-0.110,0,138.71,17.13,-15.61,0,5851.00,75.00,-75.00,0
Kepler-107 e,3.070,0.100,-0.110,0,138.71,17.13,-15.61,0,5851.00,75.00,-75.00,0
Kepler-107 e,2.903,0.035,-0.035,0,138.70,6.80,-6.80,0,5854.00,61.00,-61.00,0
Kepler-107 e,2.890,0.130,-0.100,0,137.91,19.38,-15.39,0,5847.00,64.00,-75.00,0
Kepler-107 e,3.070,0.100,-0.110,0,138.71,17.13,-15.61,0,5851.00,75.00,-75.00,0
Kepler-1070 b,1.790,0.990,-0.340,0,626.21,1031.75,-275.79,0,6616.00,150.00,-264.00,0
Kepler-1070 b,1.760,0.081,-0.217,0,380.13,14.34,-13.81,0,6090.00,122.00,-122.00,0
Kepler-1070 b,1.790,0.990,-0.340,0,626.21,1031.75,-275.79,0,6616.00,150.00,-264.00,0
Kepler-1070 b,1.590,0.270,-0.090,0,348.15,151.24,-52.79,0,6277.00,75.00,-75.00,0
Kepler-1070 b,1.790,0.990,-0.340,0,626.21,1031.75,-275.79,0,6616.00,150.00,-264.00,0
Kepler-1071 b,1.470,0.070,-0.080,0,45.12,11.04,-9.44,0,4932.00,145.00,-148.00,0
Kepler-1071 b,1.470,0.070,-0.080,0,45.12,11.04,-9.44,0,4932.00,145.00,-148.00,0
