pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
55 Cnc e,1.915,0.214,-0.214,0,2657.83,,,0,5250.00,147.60,-147.60,0
AU Mic b,4.027,0.212,-0.212,0,76.64,,,0,3588.00,87.00,-87.00,0
CoRoT-1 b,20.594,,,0,2852.63,,,0,5950.00,,,0
CoRoT-12 b,17.760,1.228,-1.228,0,661.13,,,0,5675.00,,,0
CoRoT-13 b,12.533,1.700,-1.700,0,546.53,,,0,5945.00,,,0
CoRoT-18 b,15.050,0.533,-0.533,0,823.70,,,0,5440.00,,,0
CoRoT-19 b,13.493,0.715,-0.715,0,1103.81,,,0,6090.00,,,0
CoRoT-2 b,16.923,1.717,-1.717,0,932.91,,,0,5529.00,105.52,-105.52,0
CoRoT-20 b,15.397,1.328,-1.328,0,180.87,,,0,5880.00,,,0
CoRoT-4 b,13.437,0.485,-0.485,0,203.95,,,0,6190.00,,,0
CoRoT-5 b,18.383,2.505,-2.505,0,786.29,,,0,6100.00,,,0
CoRoTID 223977153 b,6.389,0.673,-0.560,0,132.26,36.74,-29.39,0,5970.00,100.00,-100.00,0
DS Tuc A b,6.496,0.497,-0.497,0,115.83,,,0,5414.00,161.00,-161.00,0
EPIC 211822797 b,1.980,0.110,-0.110,0,3.50,0.50,-0.50,0,4148.21,82.41,-80.21,0
EPIC 211945201 b,5.507,0.256,-0.256,0,31.91,,,0,6128.00,124.10,-124.10,0
EPIC 220674823 b,1.725,0.039,-0.039,0,4670.00,300.00,-300.00,0,5532.00,62.00,-62.00,0
EPIC 220674823 b,1.820,0.200,-0.140,0,4293.00,483.00,-483.00,0,5496.00,46.00,-46.00,0
EPIC 220674823 c,2.836,0.086,-0.073,0,70.00,4.50,-4.50,0,5532.00,62.00,-62.00,0
EPIC 220674823 c,2.770,0.370,-0.230,0,64.00,7.00,-7.00,0,5496.00,46.00,-46.00,0
EPIC 246851721 b,11.781,0.493,-0.493,0,642.00,30.00,-29.00,0,6202.00,52.00,-50.00,0
EPIC 246851721 b,13.274,0.845,-0.845,0,519.97,,,0,6513.00,132.80,-132.80,0
EPIC 248847494 b,12.442,0.785,-0.785,0,0.19,0.12,-0.07,0,4898.00,68.00,-68.00,0
EPIC 249893012 b,1.950,0.090,-0.080,0,1037.00,482.00,-207.00,0,5430.00,85.00,-85.00,0
EPIC 249893012 c,3.670,0.170,-0.140,0,160.00,68.00,-29.00,0,5430.00,85.00,-85.00,0
EPIC 249893012 d,3.940,0.130,-0.120,0,53.00,23.00,-10.00,0,5430.00,85.00,-85.00,0
G 9-40 b,2.061,0.062,-0.062,0,4.00,,,0,3413.00,157.00,-157.00,0
G 9-40 b,2.025,0.096,-0.097,0,7.20,2.50,-2.20,0,3348.00,32.00,-32.00,0
GJ 1132 b,1.215,0.158,-0.158,0,20.96,,,0,3202.00,,,0
GJ 1214 b,2.742,0.050,-0.053,0,21.00,2.70,-2.50,0,3250.00,100.00,-100.00,0
GJ 1252 b,1.140,0.710,-0.710,0,255.14,,,0,3325.00,102.00,-102.00,0
GJ 1252 b,1.180,0.078,-0.078,0,233.00,48.00,-41.00,0,3458.00,137.00,-137.00,0
GJ 143 b,2.882,0.263,-0.263,0,3.37,,,0,4628.53,91.92,-91.92,0
GJ 3090 b,2.127,0.391,-0.391,0,42.23,,,0,3703.00,66.00,-66.00,0
GJ 3470 b,4.363,0.132,-0.132,0,40.58,,,0,3552.00,157.00,-157.00,0
GJ 3473 b,1.264,0.050,-0.049,0,59.40,5.00,-4.50,0,3347.00,54.00,-54.00,0
GJ 3473 b,1.122,1.519,-1.519,0,58.26,,,0,3332.00,63.00,-63.00,0
GJ 357 b,1.217,0.084,-0.083,0,12.60,1.10,-0.80,0,3505.00,51.00,-51.00,0
GJ 357 b,1.270,0.051,-0.051,0,16.49,,,0,3505.00,90.00,-90.00,0
GJ 367 b,2.661,0.921,-0.921,0,469.44,,,0,3518.00,84.00,-84.00,0
GJ 3929 b,1.090,0.040,-0.040,0,17.30,0.70,-0.70,0,3384.00,88.00,-88.00,0
GJ 3929 b,1.150,0.040,-0.039,0,17.50,1.30,-1.20,0,3369.00,51.00,-51.00,0
GJ 3929 b,1.097,1.105,-1.105,0,19.11,,,0,3352.00,157.00,-157.00,0
GJ 436 b,3.812,0.119,-0.119,0,29.43,,,0,3456.00,157.00,-157.00,0
GJ 486 b,1.305,0.063,-0.067,0,40.30,1.50,-1.40,0,3340.00,54.00,-54.00,0
GJ 486 b,1.324,0.330,-0.330,0,39.49,,,0,3297.00,157.00,-157.00,0
GJ 9827 b,1.620,0.110,-0.110,0,315.00,48.00,-44.00,0,4269.00,98.00,-99.00,0
GJ 9827 b,1.577,0.027,-0.031,0,318.00,16.00,-16.00,0,4305.00,49.00,-49.00,0
GJ 9827 b,1.622,1.392,-1.392,0,299.25,,,0,4199.00,127.19,-127.19,0
GJ 9827 b,1.580,0.140,-0.130,0,256.00,44.00,-23.00,0,4219.00,70.00,-70.00,0
GJ 9827 c,1.240,0.110,-0.110,0,59.00,10.00,-5.00,0,4219.00,70.00,-70.00,0
GJ 9827 c,1.269,0.087,-0.089,0,72.00,11.00,-10.00,0,4269.00,98.00,-99.00,0
GJ 9827 c,1.241,0.024,-0.026,0,73.00,3.70,-3.70,0,4305.00,49.00,-49.00,0
GJ 9827 d,2.022,0.046,-0.043,0,36.00,1.90,-1.90,0,4305.00,49.00,-49.00,0
GJ 9827 d,2.040,0.180,-0.180,0,29.00,5.00,-3.00,0,4219.00,70.00,-70.00,0
GJ 9827 d,2.070,0.140,-0.140,0,35.60,5.40,-5.00,0,4269.00,98.00,-99.00,0
GPX-1 b,15.390,0.761,-0.761,0,7630.77,,,0,8039.00,143.62,-143.62,0
GPX-1 b,16.477,1.121,-1.121,0,4650.00,370.00,-370.00,0,7000.00,200.00,-200.00,0
Gaia-2 b,14.724,0.722,-0.722,0,512.02,,,0,5720.00,128.64,-128.64,0
HAT-P-1 b,14.534,0.656,-0.656,0,243.70,,,0,6051.20,106.50,-106.50,0
HAT-P-11 b,4.737,0.201,-0.188,0,100.77,1.86,-1.84,0,4864.00,97.00,-97.00,0
HAT-P-11 b,4.840,0.190,-0.140,0,97.10,16.17,-12.29,0,4777.00,93.00,-91.00,0
HAT-P-11 b,4.840,0.190,-0.140,0,97.10,16.17,-12.29,0,4777.00,93.00,-91.00,0
HAT-P-11 b,4.820,0.170,-0.180,0,96.67,14.91,-13.89,0,4778.00,86.00,-95.00,0
HAT-P-11 b,5.094,0.329,-0.329,0,100.86,,,0,4757.30,130.60,-130.60,0
HAT-P-11 b,4.840,0.190,-0.140,0,97.10,16.17,-12.29,0,4777.00,93.00,-91.00,0
HAT-P-12 b,11.098,0.779,-0.779,0,118.08,,,0,4652.87,115.90,-115.90,0
HAT-P-13 b,16.778,0.824,-0.824,0,1978.52,,,0,5720.00,119.20,-119.20,0
HAT-P-14 b,14.369,1.291,-1.291,0,1038.78,,,0,6727.60,123.70,-123.70,0
HAT-P-15 b,9.573,2.067,-2.067,0,79.76,,,0,5663.55,98.66,-98.66,0
HAT-P-16 b,14.235,0.729,-0.729,0,1186.35,,,0,6140.00,125.70,-125.70,0
HAT-P-17 b,11.389,0.533,-0.533,0,65.68,,,0,5336.96,105.03,-105.03,0
HAT-P-18 b,10.730,0.736,-0.736,0,82.24,,,0,4790.00,117.62,-117.62,0
HAT-P-19 b,11.544,0.729,-0.729,0,165.19,,,0,5007.00,114.70,-114.70,0
HAT-P-2 b,12.663,0.499,-0.499,0,965.91,,,0,6412.80,106.40,-106.40,0
HAT-P-20 b,10.449,0.821,-0.821,0,145.71,,,0,4604.00,127.20,-127.20,0
HAT-P-21 b,12.425,0.671,-0.671,0,459.54,,,0,5634.00,125.03,-125.03,0
HAT-P-22 b,12.985,0.654,-0.654,0,325.57,,,0,5357.70,112.40,-112.40,0
HAT-P-23 b,14.105,0.742,-0.742,0,2796.23,,,0,5918.23,136.81,-136.81,0
HAT-P-24 b,16.483,0.819,-0.819,0,1047.12,,,0,6373.00,,,0
HAT-P-25 b,12.722,0.538,-0.538,0,325.00,29.00,-26.00,0,5519.00,78.00,-76.00,0
HAT-P-25 b,13.005,0.720,-0.720,0,300.69,,,0,5610.00,119.49,-119.49,0
HAT-P-26 b,7.096,0.497,-0.497,0,185.07,,,0,5061.90,112.30,-112.30,0
HAT-P-27 b,10.915,0.605,-0.605,0,336.04,,,0,5316.00,104.70,-104.70,0
HAT-P-28 b,12.357,0.667,-0.667,0,554.71,,,0,5698.38,110.61,-110.61,0
HAT-P-29 b,11.647,0.757,-0.757,0,434.18,,,0,6086.00,115.01,-115.01,0
HAT-P-29 b,11.926,0.841,-0.762,0,433.00,56.00,-48.00,0,6115.00,86.00,-86.00,0
HAT-P-3 b,10.043,0.564,-0.564,0,176.59,,,0,5224.00,118.05,-118.05,0
HAT-P-30 b,15.682,0.818,-0.818,0,813.66,,,0,6304.00,,,0
HAT-P-31 b,13.631,0.600,-0.600,0,746.90,,,0,6115.00,128.70,-128.70,0
HAT-P-32 b,20.636,0.985,-0.985,0,1865.45,,,0,6340.00,125.25,-125.25,0
HAT-P-32 b,22.194,0.504,-0.504,0,1841.00,31.00,-38.00,0,6001.00,88.00,-88.00,0
HAT-P-33 b,19.613,0.810,-0.810,0,1701.38,,,0,6642.30,107.30,-107.30,0
HAT-P-34 b,14.550,0.671,-0.671,0,433.78,,,0,6509.00,117.20,-117.20,0
HAT-P-35 b,13.284,0.673,-0.673,0,999.67,,,0,6096.00,,,0
HAT-P-36 b,15.211,0.392,-0.381,0,1821.00,27.00,-27.00,0,5560.00,100.00,-100.00,0
HAT-P-36 b,15.471,0.751,-0.751,0,1378.13,,,0,5555.05,115.61,-115.61,0
HAT-P-37 b,12.015,0.662,-0.662,0,412.39,,,0,5477.00,122.97,-122.97,0
HAT-P-38 b,10.241,0.669,-0.669,0,243.03,,,0,5191.00,131.00,-131.00,0
HAT-P-39 b,19.535,0.977,-0.977,0,1319.04,,,0,6466.00,128.89,-128.89,0
HAT-P-4 b,15.163,0.705,-0.705,0,1438.00,,,0,5981.00,117.30,-117.30,0
HAT-P-40 b,18.031,0.896,-0.896,0,1747.42,,,0,6074.00,125.38,-125.38,0
HAT-P-41 b,18.251,0.786,-0.786,0,2485.07,,,0,6479.00,100.38,-100.38,0
HAT-P-42 b,12.916,0.641,-0.641,0,469.05,,,0,5743.00,,,0
HAT-P-43 b,14.482,0.645,-0.645,0,524.35,,,0,5645.00,,,0
HAT-P-44 b,15.368,1.053,-1.053,0,185.12,,,0,5115.16,138.18,-138.18,0
HAT-P-49 b,17.218,0.709,-0.709,0,4243.28,,,0,6955.00,139.10,-139.10,0
HAT-P-5 b,13.943,0.779,-0.779,0,850.68,,,0,5833.00,144.94,-144.94,0
HAT-P-50 b,13.941,0.884,-0.884,0,1198.68,,,0,6280.00,,,0
HAT-P-51 b,13.698,0.822,-0.822,0,311.71,,,0,5425.90,114.60,-114.60,0
HAT-P-52 b,10.711,,,0,227.76,,,0,5032.08,87.55,-87.55,0
HAT-P-53 b,12.896,,,0,1611.53,,,0,6026.00,122.00,-122.00,0
HAT-P-54 b,13.275,1.137,-1.137,0,22.20,,,0,4133.40,108.67,-108.67,0
HAT-P-55 b,14.543,0.728,-0.728,0,547.17,,,0,5852.00,126.79,-126.79,0
HAT-P-56 b,17.000,4.500,-4.500,0,3515.00,1732.00,-1732.00,0,6863.00,195.00,-195.00,0
HAT-P-56 b,16.737,0.882,-0.882,0,1998.78,,,0,6635.91,146.32,-146.32,0
HAT-P-58 b,14.930,0.482,-0.482,0,1146.00,50.00,-50.00,0,6078.00,48.00,-48.00,0
HAT-P-58 b,14.954,0.905,-0.905,0,886.23,,,0,5679.00,165.38,-165.38,0
HAT-P-59 b,12.588,0.146,-0.146,0,441.40,8.90,-8.90,0,5678.00,16.00,-16.00,0
HAT-P-59 b,12.282,0.646,-0.646,0,149.01,,,0,5418.30,109.00,-109.00,0
HAT-P-6 b,15.606,0.862,-0.862,0,1669.87,,,0,6893.40,147.50,-147.50,0
HAT-P-60 b,18.556,0.875,-0.875,0,1006.54,,,0,6333.00,152.20,-152.20,0
HAT-P-60 b,18.282,0.269,-0.269,0,1634.00,45.00,-45.00,0,6212.00,26.00,-26.00,0
HAT-P-61 b,12.392,0.791,-0.791,0,959.14,,,0,5464.20,124.50,-124.50,0
HAT-P-61 b,10.077,0.303,-0.303,0,849.50,35.20,-35.20,0,5587.00,45.00,-45.00,0
HAT-P-62 b,12.780,0.755,-0.755,0,970.52,,,0,5596.00,181.61,-181.61,0
HAT-P-62 b,12.027,0.325,-0.325,0,867.20,30.00,-30.00,0,5629.00,48.00,-48.00,0
HAT-P-63 b,12.543,0.370,-0.370,0,387.40,13.40,-13.40,0,5400.00,55.00,-39.00,0
HAT-P-64 b,18.161,0.968,-0.968,0,1275.20,,,0,6202.00,131.60,-131.60,0
HAT-P-64 b,19.089,0.785,-0.785,0,1611.00,78.00,-59.00,0,6457.00,29.00,-29.00,0
HAT-P-65 b,17.854,1.079,-1.079,0,2114.86,,,0,5916.00,122.30,-122.30,0
HAT-P-66 b,15.650,0.946,-0.946,0,1939.51,,,0,6101.12,142.81,-142.81,0
HAT-P-67 b,23.580,1.048,-1.048,0,2884.58,,,0,6417.00,122.60,-122.60,0
HAT-P-68 b,15.205,1.131,-1.131,0,117.17,,,0,4221.54,100.12,-100.12,0
HAT-P-68 b,12.016,0.135,-0.135,0,184.80,5.90,-5.90,0,4508.00,43.00,-43.00,0
HAT-P-69 b,18.011,0.676,-0.676,0,2320.18,,,0,7668.60,138.40,-138.40,0
HAT-P-7 b,16.100,0.810,-0.910,0,4148.92,651.59,-654.46,0,6440.00,76.00,-89.00,0
HAT-P-7 b,16.390,0.150,-0.140,0,3973.70,279.95,-264.48,0,6350.00,80.00,-80.00,0
HAT-P-7 b,16.390,0.150,-0.140,0,3973.70,279.95,-264.48,0,6350.00,80.00,-80.00,0
HAT-P-7 b,16.416,0.699,-0.663,0,4353.41,95.91,-93.80,0,6449.00,129.00,-129.00,0
HAT-P-7 b,16.819,0.687,-0.687,0,4831.12,,,0,6532.23,109.21,-109.21,0
HAT-P-7 b,16.390,0.150,-0.140,0,3973.70,279.95,-264.48,0,6350.00,80.00,-80.00,0
HAT-P-70 b,20.268,0.693,-0.693,0,5626.34,,,0,8730.00,152.70,-152.70,0
HAT-P-8 b,14.229,0.600,-0.600,0,1519.96,,,0,6401.79,103.04,-103.04,0
HAT-P-9 b,15.849,0.874,-0.874,0,583.70,,,0,6193.00,137.45,-137.45,0
HAT-P-9 b,15.614,0.751,-0.729,0,931.00,73.00,-69.00,0,6350.00,150.00,-150.00,0
HATS-1 b,12.488,0.614,-0.614,0,489.95,,,0,5870.00,,,0
HATS-13 b,12.109,0.268,-0.268,0,315.99,,,0,5523.00,,,0
HATS-14 b,12.022,0.392,-0.392,0,505.89,,,0,5346.00,,,0
HATS-16 b,13.747,0.363,-0.363,0,994.81,,,0,5738.00,,,0
HATS-17 b,9.682,0.544,-0.544,0,63.81,,,0,5846.00,,,0
HATS-17 b,8.709,0.628,-0.628,0,72.70,9.60,-9.60,0,5846.00,78.00,-78.00,0
HATS-18 b,14.986,1.143,-0.549,0,2990.00,350.00,-350.00,0,5600.00,120.00,-120.00,0
HATS-18 b,15.116,,,0,2569.00,,,0,5600.00,,,0
HATS-2 b,14.069,0.899,-0.899,0,667.12,,,0,5227.00,,,0
HATS-22 b,12.138,0.914,-0.914,0,111.30,,,0,4803.00,,,0
HATS-24 b,15.919,0.863,-0.863,0,2706.96,,,0,6346.00,,,0
HATS-25 b,14.188,0.790,-0.790,0,326.89,,,0,5715.00,,,0
HATS-26 b,17.100,0.950,-0.950,0,2236.58,,,0,6071.00,,,0
HATS-27 b,15.305,1.099,-1.099,0,1342.57,,,0,6438.00,,,0
HATS-3 b,14.582,0.196,-0.196,0,1212.00,,,0,6351.00,,,0
HATS-30 b,14.407,0.806,-0.806,0,718.91,,,0,5943.00,,,0
HATS-32 b,12.066,0.465,-0.465,0,614.59,,,0,5700.00,,,0
HATS-33 b,12.888,0.650,-0.650,0,757.13,,,0,5659.00,,,0
HATS-34 b,12.543,1.684,-1.684,0,691.84,,,0,5380.00,,,0
HATS-35 b,15.659,0.792,-0.792,0,2440.70,,,0,6155.00,132.90,-132.90,0
HATS-36 b,13.843,0.482,-0.482,0,561.00,51.00,-51.00,0,6149.00,76.00,-76.00,0
HATS-37 A b,6.793,0.179,-0.179,0,229.70,13.80,-10.60,0,5326.00,44.00,-44.00,0
HATS-38 b,6.464,0.634,-0.634,0,419.44,,,0,5677.00,129.36,-129.36,0
HATS-38 b,6.882,0.191,-0.191,0,464.70,15.00,-15.00,0,5732.00,25.00,-25.00,0
HATS-39 b,19.157,1.946,-1.946,0,1547.10,,,0,6687.00,136.30,-136.30,0
HATS-4 b,12.908,0.750,-0.750,0,558.83,,,0,5403.00,,,0
HATS-40 b,15.090,1.248,-1.248,0,3163.38,,,0,6561.00,127.40,-127.40,0
HATS-41 b,11.543,1.434,-1.434,0,1300.31,,,0,6405.00,128.20,-128.20,0
HATS-42 b,13.250,0.346,-0.346,0,1637.21,,,0,6208.00,122.00,-122.00,0
HATS-43 b,13.899,0.825,-0.825,0,192.23,,,0,5175.00,182.00,-182.00,0
HATS-44 b,11.929,0.392,-0.392,0,306.42,,,0,4860.00,171.00,-171.00,0
HATS-45 b,13.900,0.651,-0.651,0,811.35,,,0,6675.00,195.00,-195.00,0
HATS-46 b,10.390,0.252,-0.252,0,209.77,,,0,5377.00,185.00,-185.00,0
HATS-47 b,13.337,0.431,-0.431,0,91.17,,,0,4444.00,168.00,-168.00,0
HATS-47 b,12.520,0.157,-0.157,0,87.73,1.94,-1.90,0,4512.00,19.00,-19.00,0
HATS-48 A b,8.831,0.522,-0.522,0,148.66,,,0,4351.00,167.00,-167.00,0
HATS-48 A b,8.967,0.168,-0.168,0,137.60,2.80,-2.70,0,4546.00,23.00,-18.00,0
HATS-49 b,8.575,0.146,-0.146,0,80.45,1.37,-1.34,0,4405.00,15.00,-15.00,0
HATS-5 b,10.220,0.592,-0.592,0,183.24,,,0,5258.00,123.00,-123.00,0
HATS-51 b,13.011,0.676,-0.676,0,740.22,,,0,5711.00,124.00,-124.00,0
HATS-52 b,15.437,,,0,1310.22,,,0,5790.40,89.40,-89.40,0
HATS-53 b,14.714,,,0,471.61,,,0,5697.00,122.00,-122.00,0
HATS-54 b,10.558,,,0,476.96,,,0,5652.00,122.00,-122.00,0
HATS-55 b,12.102,0.809,-0.809,0,355.91,,,0,6781.00,133.60,-133.60,0
HATS-56 b,17.026,0.854,-0.854,0,1080.87,,,0,6457.00,134.10,-134.10,0
HATS-57 b,12.801,0.662,-0.662,0,570.23,,,0,5593.00,124.50,-124.50,0
HATS-58 A b,9.868,0.187,-0.187,0,382.71,,,0,5780.00,,,0
HATS-59 b,12.621,0.863,-0.863,0,269.00,39.00,-39.00,0,5670.00,91.00,-91.00,0
HATS-59 b,13.375,,,0,232.40,,,0,5652.00,122.00,-122.00,0
HATS-6 b,11.504,0.362,-0.362,0,47.33,,,0,3724.00,,,0
HATS-60 b,10.497,0.595,-0.595,0,621.48,,,0,5659.00,126.30,-126.30,0
HATS-60 b,12.924,0.594,-0.594,0,903.90,27.50,-26.70,0,5688.00,20.00,-20.00,0
HATS-61 b,9.952,0.590,-0.590,0,266.85,,,0,5549.00,123.10,-123.10,0
HATS-61 b,13.395,0.751,-0.751,0,374.20,8.70,-8.50,0,5542.00,21.00,-21.00,0
HATS-62 b,11.825,0.280,-0.280,0,387.40,17.30,-12.30,0,5416.00,19.00,-13.00,0
HATS-63 b,12.518,0.311,-0.311,0,606.66,,,0,5735.00,122.00,-122.00,0
HATS-63 b,13.529,0.437,-0.437,0,634.10,16.30,-15.90,0,5627.00,18.00,-18.00,0
HATS-64 b,18.820,0.908,-0.908,0,1711.00,106.00,-99.00,0,6554.00,27.00,-27.00,0
HATS-64 b,15.255,1.221,-1.221,0,1882.49,,,0,6606.00,128.39,-128.39,0
HATS-65 b,16.825,0.560,-0.560,0,1178.00,53.00,-50.00,0,6277.00,30.00,-30.00,0
HATS-66 b,15.816,0.942,-0.942,0,2637.00,118.00,-113.00,0,6626.00,35.00,-35.00,0
HATS-66 b,13.071,0.928,-0.928,0,2278.98,,,0,6534.00,122.00,-122.00,0
HATS-67 b,16.767,,,0,1054.66,,,0,6393.00,122.00,-122.00,0
HATS-67 b,18.887,0.527,-0.527,0,3821.00,153.00,-147.00,0,6594.00,33.00,-33.00,0
HATS-68 b,16.475,0.919,-0.919,0,1787.60,,,0,5704.80,124.80,-124.80,0
HATS-68 b,13.809,0.437,-0.325,0,1521.00,43.00,-41.00,0,6147.00,22.00,-22.00,0
HATS-69 b,10.593,0.247,-0.247,0,466.60,10.00,-9.80,0,5137.00,16.00,-16.00,0
HATS-69 b,10.093,0.583,-0.583,0,470.75,,,0,5103.00,122.00,-122.00,0
HATS-7 b,5.893,0.489,-0.489,0,211.62,,,0,4944.00,180.00,-180.00,0
HATS-70 b,15.513,0.886,-0.829,0,9110.00,170.00,-170.00,0,7930.00,630.00,-820.00,0
HATS-70 b,14.585,0.970,-0.970,0,14536.99,,,0,8549.00,152.10,-152.10,0
HATS-71 b,10.326,0.331,-0.331,0,18.08,,,0,3424.00,,,0
HATS-72 b,9.490,0.755,-0.755,0,39.34,,,0,4521.00,122.60,-122.60,0
HATS-72 b,8.097,0.036,-0.036,0,49.58,0.44,-0.43,0,4656.10,8.90,-8.90,0
HATS-74 A b,11.568,0.235,-0.235,0,106.90,2.71,-2.71,0,3776.90,9.50,-9.50,0
HATS-74 A b,11.689,0.534,-0.534,0,86.64,,,0,3394.00,102.00,-102.00,0
HATS-75 b,9.909,0.146,-0.146,0,59.26,0.70,-0.70,0,3790.40,5.70,-5.70,0
HATS-75 b,9.665,0.351,-0.351,0,51.95,,,0,3654.00,162.00,-162.00,0
HATS-76 b,11.757,0.520,-0.520,0,127.67,,,0,3837.00,133.00,-133.00,0
HATS-76 b,12.094,0.347,-0.347,0,129.80,3.58,-3.58,0,4016.00,17.00,-17.00,0
HATS-77 b,14.053,0.658,-0.658,0,95.86,,,0,4105.00,171.00,-171.00,0
HATS-77 b,13.058,0.235,-0.235,0,78.37,2.17,-2.17,0,4071.00,13.00,-13.00,0
HD 106315 b,2.230,0.300,-0.250,0,240.00,48.00,-43.00,0,6290.00,60.00,-60.00,0
HD 106315 c,3.950,0.420,-0.390,0,83.00,16.00,-15.00,0,6290.00,60.00,-60.00,0
HD 108236 b,1.553,1.951,-1.951,0,312.18,,,0,5723.87,49.57,-49.57,0
HD 108236 c,2.057,0.829,-0.829,0,162.17,,,0,5723.87,49.57,-49.57,0
HD 108236 d,2.623,0.701,-0.701,0,53.88,,,0,5723.87,49.57,-49.57,0
HD 108236 e,3.003,0.434,-0.434,0,35.00,,,0,5723.87,49.57,-49.57,0
HD 109833 b,2.174,0.124,-0.124,0,72.03,,,0,5876.00,124.00,-124.00,0
HD 109833 c,2.614,1.333,-1.333,0,77.48,,,0,5876.00,124.00,-124.00,0
HD 110082 b,3.131,0.599,-0.599,0,198.39,,,0,6153.00,194.00,-194.00,0
HD 110113 b,2.011,3.521,-3.521,0,712.43,,,0,6003.00,192.00,-192.00,0
HD 110113 b,2.050,0.120,-0.120,0,735.49,29.39,-29.39,0,5732.00,50.00,-50.00,0
HD 118203 b,13.138,0.760,-0.760,0,861.55,,,0,5828.70,80.00,-80.00,0
HD 136352 b,1.664,0.043,-0.043,0,111.60,7.30,-6.80,0,5664.00,61.00,-61.00,0
HD 136352 b,1.482,0.058,-0.056,0,114.00,10.00,-9.00,0,5850.00,100.00,-100.00,0
HD 136352 b,1.828,0.567,-0.567,0,41.44,,,0,5739.00,25.00,-25.00,0
HD 136352 c,2.579,0.201,-0.201,0,1.86,,,0,5739.00,25.00,-25.00,0
HD 136352 c,2.916,0.075,-0.073,0,35.10,2.30,-2.10,0,5664.00,61.00,-61.00,0
HD 136352 c,2.608,0.078,-0.077,0,36.00,3.00,-3.00,0,5850.00,100.00,-100.00,0
HD 136352 d,2.562,0.088,-0.079,0,5.74,0.38,-0.35,0,5664.00,61.00,-61.00,0
HD 1397 b,11.500,0.280,-0.303,0,356.00,12.00,-12.00,0,5521.00,60.00,-60.00,0
HD 149026 b,8.288,0.415,-0.415,0,1529.98,,,0,6084.00,139.90,-139.90,0
HD 152843 b,3.410,0.140,-0.120,0,255.70,21.60,-19.70,0,6310.00,100.00,-100.00,0
HD 152843 c,4.184,0.871,-0.871,0,0.97,,,0,6329.00,134.96,-134.96,0
HD 15337 b,1.725,0.699,-0.699,0,161.73,,,0,5175.20,23.62,-23.62,0
HD 15337 c,2.195,1.629,-1.629,0,29.18,,,0,5175.20,23.62,-23.62,0
HD 158259 b,1.285,0.067,-0.067,0,802.73,,,0,5801.89,124.62,-124.62,0
HD 17156 b,12.987,0.744,-0.744,0,17.44,,,0,5925.00,89.50,-89.50,0
HD 183579 b,3.550,0.150,-0.120,0,58.10,5.30,-3.90,0,5788.00,44.00,-44.00,0
HD 183579 b,3.437,0.401,-0.401,0,53.37,,,0,5783.54,7.82,-7.82,0
HD 18599 b,2.676,0.702,-0.702,0,168.34,,,0,5058.00,181.00,-181.00,0
HD 18599 b,2.700,0.050,-0.050,0,145.00,16.00,-12.00,0,5083.00,23.00,-23.00,0
HD 189733 b,12.543,0.426,-0.426,0,356.00,13.00,-12.00,0,5050.00,20.00,-20.00,0
HD 189733 b,13.301,0.952,-0.952,0,348.15,,,0,5023.00,142.50,-142.50,0
HD 191939 b,3.410,0.075,-0.075,0,100.00,7.00,-7.00,0,5348.00,100.00,-100.00,0
HD 191939 b,3.260,0.166,-0.166,0,58.62,,,0,5555.70,313.70,-313.70,0
HD 191939 c,3.195,0.075,-0.075,0,21.00,1.40,-1.40,0,5348.00,100.00,-100.00,0
HD 191939 c,2.560,0.136,-0.136,0,12.82,,,0,5555.70,313.70,-313.70,0
HD 191939 d,2.617,0.153,-0.153,0,25.39,,,0,5555.70,313.70,-313.70,0
HD 191939 d,2.995,0.070,-0.070,0,14.30,1.00,-1.00,0,5348.00,100.00,-100.00,0
HD 202772 A b,17.318,0.583,-0.673,0,3440.00,184.00,-191.00,0,6272.00,77.00,-71.00,0
HD 202772 A b,17.215,0.872,-0.872,0,4557.50,,,0,6188.00,194.00,-194.00,0
HD 20329 b,1.720,0.070,-0.070,0,3474.00,124.00,-124.00,0,5596.00,50.00,-50.00,0
HD 20329 b,1.694,0.121,-0.121,0,876.25,,,0,5640.00,111.00,-111.00,0
HD 207897 b,2.424,0.172,-0.172,0,26.63,,,0,5071.00,141.30,-141.30,0
HD 207897 b,2.501,0.082,-0.078,0,26.50,1.40,-1.20,0,5070.00,60.00,-57.00,0
HD 209458 b,15.620,0.597,-0.597,0,758.36,,,0,6052.00,100.64,-100.64,0
HD 213885 b,1.613,0.788,-0.788,0,3253.81,,,0,5795.29,44.58,-44.58,0
HD 21749 c,1.000,0.551,-0.551,0,42.63,,,0,4628.53,91.92,-91.92,0
HD 219134 b,1.602,0.055,-0.055,0,176.20,5.50,-5.50,0,4699.00,16.00,-16.00,0
HD 219134 b,1.354,0.342,-0.342,0,192.93,,,0,4884.29,142.84,-142.84,0
HD 219134 c,1.511,0.047,-0.047,0,62.10,1.90,-1.90,0,4699.00,16.00,-16.00,0
HD 219134 c,1.279,0.104,-0.104,0,32.44,,,0,4884.29,142.84,-142.84,0
HD 219134 d,1.610,0.020,-0.020,-1,4.72,0.15,-0.15,0,4699.00,16.00,-16.00,0
